C02199V02655,Sex,C03367V04052,County,TLIST(A1),CensusYear,C02076V03371,Age Group,STATISTIC,Statistic Label,UNIT,VALUE,C03789V04537,Administrative Counties
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,33.1,IE0,Ireland
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.1,2ae19629-1492-13a3-e055-000000000001,Carlow County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.5,2ae19629-1433-13a3-e055-000000000001,Dublin City Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.5,2ae19629-149f-13a3-e055-000000000001,Dún Laoghaire Rathdown County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,27.2,2ae19629-14a0-13a3-e055-000000000001,Fingal County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,29.6,2ae19629-14a1-13a3-e055-000000000001,South Dublin County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,29.4,2ae19629-14a7-13a3-e055-000000000001,Kildare County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,30.8,2ae19629-14a8-13a3-e055-000000000001,Kilkenny County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,31.7,2ae19629-148d-13a3-e055-000000000001,Laois County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.4,2ae19629-1490-13a3-e055-000000000001,Longford County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.9,2ae19629-1491-13a3-e055-000000000001,Louth County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,28.9,2ae19629-1494-13a3-e055-000000000001,Meath County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,31.4,2ae19629-1496-13a3-e055-000000000001,Offaly County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,31.9,2ae19629-149b-13a3-e055-000000000001,Westmeath County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.5,2ae19629-149c-13a3-e055-000000000001,Wexford County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,29.6,2ae19629-149e-13a3-e055-000000000001,Wicklow County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,33.6,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,33.7,2ae19629-1434-13a3-e055-000000000001,Cork City Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.6,2ae19629-14a3-13a3-e055-000000000001,Cork County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.7,2ae19629-14a6-13a3-e055-000000000001,Kerry County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.6,2ae19629-148f-13a3-e055-000000000001,Limerick City & County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.0,2ae19629-1499-13a3-e055-000000000001,Tipperary County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.9,2ae19629-149a-13a3-e055-000000000001,Waterford City & County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.3,2ae19629-1435-13a3-e055-000000000001,Galway City Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,32.3,2ae19629-14a5-13a3-e055-000000000001,Galway County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.1,2ae19629-148e-13a3-e055-000000000001,Leitrim County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.2,2ae19629-1493-13a3-e055-000000000001,Mayo  County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.3,2ae19629-1497-13a3-e055-000000000001,Roscommon County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.1,2ae19629-1498-13a3-e055-000000000001,Sligo County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.9,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.9,2ae19629-14a4-13a3-e055-000000000001,Donegal County Council
-,Both sexes,,,2022,2022,605,75 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.8,2ae19629-1495-13a3-e055-000000000001,Monaghan County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,38.9,IE0,Ireland
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,38.1,2ae19629-1492-13a3-e055-000000000001,Carlow County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.0,2ae19629-1433-13a3-e055-000000000001,Dublin City Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.6,2ae19629-149f-13a3-e055-000000000001,Dún Laoghaire Rathdown County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,33.8,2ae19629-14a0-13a3-e055-000000000001,Fingal County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,36.2,2ae19629-14a1-13a3-e055-000000000001,South Dublin County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,36.2,2ae19629-14a7-13a3-e055-000000000001,Kildare County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,36.0,2ae19629-14a8-13a3-e055-000000000001,Kilkenny County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.2,2ae19629-148d-13a3-e055-000000000001,Laois County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,39.7,2ae19629-1490-13a3-e055-000000000001,Longford County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,38.6,2ae19629-1491-13a3-e055-000000000001,Louth County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,34.5,2ae19629-1494-13a3-e055-000000000001,Meath County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,36.3,2ae19629-1496-13a3-e055-000000000001,Offaly County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.5,2ae19629-149b-13a3-e055-000000000001,Westmeath County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.9,2ae19629-149c-13a3-e055-000000000001,Wexford County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,35.5,2ae19629-149e-13a3-e055-000000000001,Wicklow County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,39.1,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,39.2,2ae19629-1434-13a3-e055-000000000001,Cork City Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,38.3,2ae19629-14a3-13a3-e055-000000000001,Cork County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.6,2ae19629-14a6-13a3-e055-000000000001,Kerry County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.5,2ae19629-148f-13a3-e055-000000000001,Limerick City & County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.0,2ae19629-1499-13a3-e055-000000000001,Tipperary County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,38.5,2ae19629-149a-13a3-e055-000000000001,Waterford City & County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.2,2ae19629-1435-13a3-e055-000000000001,Galway City Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,37.4,2ae19629-14a5-13a3-e055-000000000001,Galway County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,46.1,2ae19629-148e-13a3-e055-000000000001,Leitrim County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.5,2ae19629-1493-13a3-e055-000000000001,Mayo  County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.7,2ae19629-1497-13a3-e055-000000000001,Roscommon County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.6,2ae19629-1498-13a3-e055-000000000001,Sligo County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,42.3,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,41.0,2ae19629-14a4-13a3-e055-000000000001,Donegal County Council
-,Both sexes,,,2022,2022,620,80 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,42.1,2ae19629-1495-13a3-e055-000000000001,Monaghan County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,44.1,IE0,Ireland
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,42.4,2ae19629-1492-13a3-e055-000000000001,Carlow County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,48.8,2ae19629-1433-13a3-e055-000000000001,Dublin City Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.1,2ae19629-149f-13a3-e055-000000000001,Dún Laoghaire Rathdown County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,39.0,2ae19629-14a0-13a3-e055-000000000001,Fingal County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.1,2ae19629-14a1-13a3-e055-000000000001,South Dublin County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,41.3,2ae19629-14a7-13a3-e055-000000000001,Kildare County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,39.7,2ae19629-14a8-13a3-e055-000000000001,Kilkenny County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,41.7,2ae19629-148d-13a3-e055-000000000001,Laois County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,44.2,2ae19629-1490-13a3-e055-000000000001,Longford County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,45.4,2ae19629-1491-13a3-e055-000000000001,Louth County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.2,2ae19629-1494-13a3-e055-000000000001,Meath County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.9,2ae19629-1496-13a3-e055-000000000001,Offaly County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,41.6,2ae19629-149b-13a3-e055-000000000001,Westmeath County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,42.2,2ae19629-149c-13a3-e055-000000000001,Wexford County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,42.0,2ae19629-149e-13a3-e055-000000000001,Wicklow County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.5,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,44.3,2ae19629-1434-13a3-e055-000000000001,Cork City Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.0,2ae19629-14a3-13a3-e055-000000000001,Cork County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,44.6,2ae19629-14a6-13a3-e055-000000000001,Kerry County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,48.2,2ae19629-148f-13a3-e055-000000000001,Limerick City & County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,44.1,2ae19629-1499-13a3-e055-000000000001,Tipperary County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,45.0,2ae19629-149a-13a3-e055-000000000001,Waterford City & County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,40.9,2ae19629-1435-13a3-e055-000000000001,Galway City Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,41.3,2ae19629-14a5-13a3-e055-000000000001,Galway County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,50.6,2ae19629-148e-13a3-e055-000000000001,Leitrim County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.9,2ae19629-1493-13a3-e055-000000000001,Mayo  County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,43.3,2ae19629-1497-13a3-e055-000000000001,Roscommon County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,46.1,2ae19629-1498-13a3-e055-000000000001,Sligo County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,46.8,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,46.5,2ae19629-14a4-13a3-e055-000000000001,Donegal County Council
-,Both sexes,,,2022,2022,630,85 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,46.2,2ae19629-1495-13a3-e055-000000000001,Monaghan County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.2,IE0,Ireland
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.3,2ae19629-1492-13a3-e055-000000000001,Carlow County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.6,2ae19629-1433-13a3-e055-000000000001,Dublin City Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,6.4,2ae19629-149f-13a3-e055-000000000001,Dún Laoghaire Rathdown County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,4.5,2ae19629-14a0-13a3-e055-000000000001,Fingal County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,4.9,2ae19629-14a1-13a3-e055-000000000001,South Dublin County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,5.5,2ae19629-14a7-13a3-e055-000000000001,Kildare County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,7.9,2ae19629-14a8-13a3-e055-000000000001,Kilkenny County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,7.5,2ae19629-148d-13a3-e055-000000000001,Laois County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.0,2ae19629-1490-13a3-e055-000000000001,Longford County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,7.8,2ae19629-1491-13a3-e055-000000000001,Louth County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,5.5,2ae19629-1494-13a3-e055-000000000001,Meath County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,7.7,2ae19629-1496-13a3-e055-000000000001,Offaly County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.2,2ae19629-149b-13a3-e055-000000000001,Westmeath County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.7,2ae19629-149c-13a3-e055-000000000001,Wexford County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,6.7,2ae19629-149e-13a3-e055-000000000001,Wicklow County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,9.5,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.8,2ae19629-1434-13a3-e055-000000000001,Cork City Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.2,2ae19629-14a3-13a3-e055-000000000001,Cork County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.8,2ae19629-14a6-13a3-e055-000000000001,Kerry County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.9,2ae19629-148f-13a3-e055-000000000001,Limerick City & County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,9.9,2ae19629-1499-13a3-e055-000000000001,Tipperary County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,9.7,2ae19629-149a-13a3-e055-000000000001,Waterford City & County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,7.9,2ae19629-1435-13a3-e055-000000000001,Galway City Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,8.2,2ae19629-14a5-13a3-e055-000000000001,Galway County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,12.2,2ae19629-148e-13a3-e055-000000000001,Leitrim County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.8,2ae19629-1493-13a3-e055-000000000001,Mayo  County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.3,2ae19629-1497-13a3-e055-000000000001,Roscommon County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.9,2ae19629-1498-13a3-e055-000000000001,Sligo County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,9.1,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,10.1,2ae19629-14a4-13a3-e055-000000000001,Donegal County Council
1,Male,,,2022,2022,-,All ages,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,9.2,2ae19629-1495-13a3-e055-000000000001,Monaghan County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.3,IE0,Ireland
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,20.4,2ae19629-1492-13a3-e055-000000000001,Carlow County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,25.8,2ae19629-1433-13a3-e055-000000000001,Dublin City Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,16.7,2ae19629-149f-13a3-e055-000000000001,Dún Laoghaire Rathdown County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,14.1,2ae19629-14a0-13a3-e055-000000000001,Fingal County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,14.6,2ae19629-14a1-13a3-e055-000000000001,South Dublin County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,17.1,2ae19629-14a7-13a3-e055-000000000001,Kildare County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,20.3,2ae19629-14a8-13a3-e055-000000000001,Kilkenny County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.1,2ae19629-148d-13a3-e055-000000000001,Laois County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,25.8,2ae19629-1490-13a3-e055-000000000001,Longford County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,20.5,2ae19629-1491-13a3-e055-000000000001,Louth County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,17.3,2ae19629-1494-13a3-e055-000000000001,Meath County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,20.2,2ae19629-1496-13a3-e055-000000000001,Offaly County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.5,2ae19629-149b-13a3-e055-000000000001,Westmeath County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.4,2ae19629-149c-13a3-e055-000000000001,Wexford County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,18.3,2ae19629-149e-13a3-e055-000000000001,Wicklow County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,23.2,2ae19629-14a2-13a3-e055-000000000001,Clare County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.4,2ae19629-1434-13a3-e055-000000000001,Cork City Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.5,2ae19629-14a3-13a3-e055-000000000001,Cork County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,24.8,2ae19629-14a6-13a3-e055-000000000001,Kerry County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.6,2ae19629-148f-13a3-e055-000000000001,Limerick City & County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,23.1,2ae19629-1499-13a3-e055-000000000001,Tipperary County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,21.8,2ae19629-149a-13a3-e055-000000000001,Waterford City & County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,19.7,2ae19629-1435-13a3-e055-000000000001,Galway City Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,22.2,2ae19629-14a5-13a3-e055-000000000001,Galway County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,29.4,2ae19629-148e-13a3-e055-000000000001,Leitrim County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,25.2,2ae19629-1493-13a3-e055-000000000001,Mayo  County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,25.3,2ae19629-1497-13a3-e055-000000000001,Roscommon County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,24.5,2ae19629-1498-13a3-e055-000000000001,Sligo County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,24.3,2ae19629-149d-13a3-e055-000000000001,Cavan County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,24.0,2ae19629-14a4-13a3-e055-000000000001,Donegal County Council
1,Male,,,2022,2022,575,65 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,24.2,2ae19629-1495-13a3-e055-000000000001,Monaghan County Council
1,Male,,,2022,2022,590,70 years and over,FY010AC03,Persons living alone as a percentage of persons in the age group in private households,%,22.7,IE0,Ireland
